Search Parameters	Year	Mo	Dy	Hr	Mn	Sec	Tsu	Vol	Location Name	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Death Description	Missing	Missing Description	Injuries	Injuries Description	Damage ($Mil)	Damage Description	Houses Destroyed	Houses Destroyed Description	Houses Damaged	Houses Damaged Description	Total Deaths	Total Death Description	Total Missing	Total Missing Description	Total Injuries	Total Injuries Description	Total Damage ($Mil)	Total Damage Description	Total Houses Destroyed	Total Houses Destroyed Description	Total Houses Damaged	Total Houses Damaged Description
[]	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1908	9	21	6	31	NA	1371	NA	HAWAII	19	-155	33	6.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1908	10	23	20	14	6	NA	NA	AFGHANISTAN:  HINDU KUSH	36.5	70.5	220	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1908	11	6	7	9	30	NA	NA	RUSSIA:  KURIL ISLANDS	45	150	40	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1908	12	12	12	8	NA	1372	NA	PERU:  OFF COAST	-14	-78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1908	12	12	NA	NA	NA	NA	NA	MYANMAR (BURMA):  KACHIN	26.639	96.866	15	7.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1908	12	28	4	20	27	1373	NA	"ITALY:  MESSINA, SICILY, CALABRIA"	38.17	15.58	40	7	11	78000	4	NA	NA	NA	NA	116	4	NA	4	NA	NA	80000	4	NA	NA	NA	NA	116	4	NA	4	NA	NA
	1909	1	19	4	56	0	NA	NA	"TURKEY:  FOCA,MENEMEN,GUZELHISAR"	38.6	26.9	NA	5.8	9	8	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	1	23	2	48	29	NA	NA	IRAN:  SILAKOR	34.306	50.396	15	7.3	9	5500	4	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5500	4	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1909	1	29	NA	NA	NA	NA	NA	"MOROCCO:  TETUAN (TETOUAN),ROMARS"	35.6	-5.4	NA	NA	NA	100	2	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	100	2	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	1909	2	9	11	24	0	NA	NA	"TURKEY:  ZARA,IPSALA,KOYULHISAR,ENDERS"	40.2	37.8	NA	6.3	9	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	2	22	9	21	42	NA	NA	FIJI ISLANDS	-18	-179	550	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	3	12	23	19	NA	1374	NA	JAPAN:  CHOSHI	34.5	141.5	NA	6.7	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1909	3	13	14	29	NA	1375	NA	JAPAN:  YOKOHAMA	34.5	141.5	80	7.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1909	3	18	16	30	0	NA	NA	PHILIPPINES:  MINDANAO:  E	8	127	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	3	23	3	NA	0	NA	NA	ITALY:  N	44.5	10.5	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	4	10	19	36	NA	NA	NA	ALASKA:  ALEUTIAN ISLANDS	52	175	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	4	14	19	53	42	NA	NA	TAIWAN:  TAIPEI	25	121.5	NA	7.3	NA	9	1	NA	NA	51	2	NA	1	122	3	NA	NA	9	1	NA	NA	51	2	NA	1	122	3	NA	NA
	1909	4	23	17	39	36	NA	NA	"PORTUGAL:  RIBATEJO, BENAVENTE"	38.9	-8.8	NA	6.6	10	30	1	NA	NA	NA	NA	NA	2	NA	2	NA	2	30	1	NA	NA	NA	NA	NA	2	NA	2	NA	NA
	1909	4	26	NA	NA	NA	NA	1713	CAMEROON:  BUEA	4.2	9.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	5	11	15	54	24	NA	NA	CHINA:  YUNNAN PROVINCE	24.4	103	NA	6.5	8	21	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	21	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1909	6	3	18	40	48	1376	NA	"INDONESIA:  SW SUMATRA:  KERINTJI, REDJANGLEBONG"	-2	101	40	7.6	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	3	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1909	6	7	8	25	0	NA	NA	ITALY:  CENTRAL	43.2	11.5	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	6	8	5	46	30	1379	NA	CHILE	-26.5	-70.5	NA	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	6	11	21	6	NA	NA	NA	"FRANCE:  VERNEGUES,CHARLEVAL,LA ROQUE D'ANTHERON"	43.7	5.4	NA	6.2	10	40	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	7	7	21	37	50	NA	NA	AFGHANISTAN:  HINDU-KUSH	36.5	70.5	230	8.1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	7	8	2	30	NA	NA	NA	PAKISTAN	35.5	72.5	NA	NA	NA	10	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	7	8	NA	NA	NA	5122	NA	VANUATU ISLANDS:  ESPIRITU SANTO	-15.5	167.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1909	7	15	0	28	0	NA	NA	GREECE:  CHAVARI (ELIS)	37.9	21.5	4	5.7	10	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	7	30	10	51	54	1382	NA	MEXICO:  ACAPULCO	16.8	-99.8	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1909	8	14	6	30	NA	1384	NA	JAPAN:  OOMI	35.4	136.3	33	6.9	NA	41	1	NA	NA	NA	NA	NA	3	976	3	NA	NA	41	1	NA	NA	NA	NA	NA	3	976	3	NA	NA
	1909	8	24	22	32	0	NA	NA	ITALY:  CENTRAL	43.2	11.5	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	10	6	2	41	NA	5737	NA	UTAH	41.8	-112.7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1909	10	20	23	41	0	NA	NA	PAKISTAN	30	68	60	7.2	NA	231	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	10	21	16	27	0	NA	NA	ITALY:  SICILY	37.7	15.2	5	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	10	29	17	38	0	NA	NA	TURKEY:  KOGLACIK	40.3	29.6	NA	5.8	8	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	10	31	10	23	0	NA	NA	"MEXICO:  GUERRERO,MICHOACAN"	17	-101.2	NA	4.7	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	11	10	6	13	0	NA	NA	JAPAN:  KYUSHU	32	131	190	7.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	11	21	7	36	NA	NA	NA	TAIWAN	24.4	121.8	NA	7.3	NA	4	1	NA	NA	NA	NA	NA	1	14	1	NA	NA	4	1	NA	NA	NA	NA	NA	1	14	1	NA	NA
	1909	12	9	23	23	NA	NA	NA	SOLOMON ISLANDS	-10	165	NA	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1909	12	9	23	28	NA	1386	NA	GUAM	12.5	145	100	8	8	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1910	1	1	11	2	0	NA	NA	HONDURAS	17	-85	60	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	1	8	14	49	30	NA	NA	CHINA:  YELLOW SEA	35	122	NA	6.8	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1910	2	12	18	10	0	NA	NA	JAPAN:  HONSHU:  S. OF	33	138.5	350	7.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	2	25	NA	NA	NA	1387	NA	PAPUA NEW GUINEA:  MATUPI HARBOR	-4.25	152.25	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	4	12	0	22	13	NA	NA	TAIWAN	25.5	122.5	200	7.8	NA	60	2	NA	NA	NA	NA	NA	1	13	1	NA	NA	60	2	NA	NA	NA	NA	NA	1	13	1	NA	NA
	1910	4	13	NA	NA	0	NA	NA	COSTA RICA:  CARTAGO	9.8	-84	NA	NA	NA	1750	4	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	5	4	23	50	0	NA	NA	"COSTA RICA:  CARTAGO, SAN JOSE"	10	-84	NA	NA	NA	700	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	5	22	6	25	0	NA	NA	JAPAN:  HOKKAIDO	42	145	60	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	6	1	5	55	0	NA	NA	VANUATU ISLANDS	-20	169	80	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	6	7	2	5	0	NA	NA	ITALY:  CALITRI	40.9	15.4	33	5.9	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	6	16	6	30	42	NA	NA	VANUATU ISLANDS	-19	169.5	100	7.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	6	24	13	27	NA	NA	NA	"ALGERIA:  MASQUERAY,  KABYLIA"	36	4	33	6.4	11	12	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	12	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1910	6	25	19	26	0	NA	NA	"TURKEY:  HACIHAMZA,OSMANCIK,ISKILIP"	40.9	34.6	NA	6.1	7	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	9	24	3	NA	0	NA	NA	MEXICO:  OAXACA	16.8	-95.9	NA	6.9	9	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	10	27	NA	NA	NA	NA	NA	MOROCCO:  MELILLA; CANARY I:  PENON DE LA GOMERA	35.3	-2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	11	9	6	2	NA	NA	NA	VANUATU ISLANDS:  ESPIRITU SANTO	-16	166	70	7.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	11	10	12	19	54	4922	NA	VANUATU ISLANDS:  ESPIRITU SANTO	-14	166.5	90	7.2	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1910	11	26	4	39	0	NA	NA	SOLOMON ISLANDS	-8	167	33	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	12	13	11	37	28.2	NA	NA	TANZANIA: RUKWA	-7.842	30.955	NA	7.3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1910	12	16	14	45	NA	NA	NA	INDONESIA:  TALAUD ISLANDS	4.5	126	NA	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1910	12	18	2	42	NA	1390	NA	INDONESIA:  SULAWESI-N. MOLUCCAS ISLANDS	4	127	NA	6.7	8	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
	1910	12	30	NA	NA	NA	1391	NA	PHILIPPINES:  SULU SEA	9	125.5	60	6.2	7	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1911	1	3	23	25	45	NA	NA	"KAZAKHSTAN:  ALMA-ATA, TURKESTAN"	43.5	77.5	25	7.7	10	450	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	450	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
	1911	1	26	NA	NA	NA	NA	NA	CHINA:  HEBEI PROVINCE	39.8	114.5	NA	5.5	7	NA	1	NA	NA	NA	1	NA	2	NA	3	NA	NA	NA	1	NA	NA	NA	1	NA	2	NA	3	NA	NA
	1911	1	27	23	6	5	1392	761	PHILIPPINES:  LUZON:  TAAL VOLCANO	14.002	120.993	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	1335	4	NA	NA	199	3	NA	3	543	3	NA	1
	1911	2	18	18	41	14	NA	NA	"TAJIKISTAN:  USOY, BARCHIDIV, POSOR, NISUR"	38.2	72.8	26	7.4	NA	90	2	NA	NA	NA	NA	NA	3	NA	3	NA	3	90	2	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1911	2	18	21	36	NA	3500	NA	GREECE-ALBANIA	41.1	20.7	NA	6.7	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1911	4	18	18	14	27.5	NA	NA	IRAN:  RAVAR	30.46	56.305	15	6.5	8	700	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	700	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1911	5	4	23	36	48	NA	NA	RUSSIA:  NEAR KAMCHATKA	51.8	156	240	7.6	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1911	5	8	NA	NA	NA	1393	NA	PAPUA NEW GUINEA:  MATUPIT ISLAND	-4.25	152.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1911	5	14	NA	NA	NA	NA	NA	CHINA:  GUANGDONG PROVINCE	23	115.3	NA	5.5	7	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1911	6	7	11	2	42	NA	NA	MEXICO:  MICHOACAN	17.5	-102.5	11	7.9	NA	45	1	NA	NA	22	1	NA	NA	NA	NA	NA	NA	45	1	NA	NA	22	1	NA	NA	NA	NA	NA	NA
	1911	6	15	14	26	NA	1396	NA	JAPAN:  RYUKYU ISLANDS	28	130	160	8	NA	12	1	NA	NA	NA	NA	NA	3	422	3	NA	NA	12	1	NA	NA	NA	NA	NA	3	422	3	NA	NA
	1911	7	4	13	33	26	NA	NA	AFGHANISTAN:  HINDU KUSH	36	70.5	190	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1911	7	12	4	7	36	1397	NA	"PHILIPPINES:  MINDANAO:  TALACOGON,DAVAO,BUTUAN"	9	126	50	7.8	10	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	3
	1911	7	24	NA	NA	0	NA	NA	"FRANCE:  NAY,BENEJACQ,ARAMITS,ARROS,GAN,BOSDARROS"	43.2	0.2	NA	5	7	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1911	8	16	22	41	18	NA	NA	"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	7	137	17	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1911	9	15	13	10	NA	1398	NA	CHILE:  NORTHERN	-20	-72	NA	7.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1911	9	22	5	1	24	1399	NA	ALASKA:  PRINCE WILLIAM SOUND	60.5	-149	60	6.9	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1911	10	15	8	52	0	NA	NA	ITALY:  ETNA	37.7	15.2	1	4.3	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1911	11	18	21	35	0	NA	NA	"ALBANIA:  KORCE, STAROVE, POGRADEC, SALXHIJAS"	40.4	20.5	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1911	12	16	19	14	NA	NA	NA	MEXICO:  NEAR COAST OF GUERRERO	17	-100.7	50	7.6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	1	24	16	23	0	NA	NA	GREECE:  ASPROGERAKAS (KEPHALLENIA)	38	20.5	60	7	10	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	5	6	18	59	0	NA	NA	ICELAND	64	-20	60	7.5	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	5	8	NA	NA	NA	NA	NA	MEXICO:  GUADALAJARA	20.4	-103.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	5	23	2	24	6	NA	NA	"MYANMAR (BURMA):  MANDALAY, MOGOK, MAYMYO"	21	97	25	8	9	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	6	8	4	42	NA	1401	NA	"SANRIKU, JAPAN"	40.5	142	100	6.6	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1912	7	9	NA	NA	NA	NA	NA	UGANDA: KITGUM	3	33	NA	6.8	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1912	7	24	11	50	0	NA	NA	"PERU:  HUANCABAMBA,CAJAMARCA; ECUADOR:  GUAYAQUIL"	-5.62	-80.413	30	7	10	NA	3	NA	NA	NA	3	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	3	NA	3	NA	3	NA	NA
	1912	8	9	1	29	NA	2325	NA	TURKEY:  MARMARA SEA	40.5	27.2	60	7.8	NA	3000	4	NA	NA	1575	4	NA	4	5540	4	NA	NA	3000	4	NA	NA	1575	4	NA	4	5540	4	NA	NA
	1912	9	19	NA	NA	NA	NA	NA	MEXICO:  ACAMBAY-TIXMADEJE	19.9	-99.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	9	29	20	51	NA	NA	NA	"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	7	138	50	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	10	31	17	24	NA	1403	NA	"MICRONESIA, FED. STATES OF:  CAROLINE ISLANDS"	7	138	33	6.9	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	11	7	7	40	0	NA	NA	ALASKA:  ALASKA PENINSULA	57.5	-155	90	7.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	11	8	7	54	0	NA	NA	PHILIPPINES:  SORSOGON	12.6	124	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	11	19	13	18	0	NA	NA	"MEXICO:  CENTRAL, ACAMBAY, TIXMADEJE"	19.9	-99.8	NA	7.8	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	12	6	NA	NA	NA	1404	NA	"MICRONESIA, FED. STATES OF:  YAP IS, CAROLINE IS"	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1912	12	7	22	46	50	NA	NA	ARGENTINA:   SANTIAGO DEL ESTERO PROVINCE	-29	-62.5	620	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	1	19	23	48	0	NA	NA	RUSSIA:  KURIL ISLANDS	46	152	120	7.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	2	22	2	36	NA	1405	NA	TASMAN SEA	-41.8	171.5	33	6.8	8	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA
	1913	2	24	2	30	0	NA	NA	"ECUADOR:  GONZANAMA, SAN PEDRO, MOLLETURE"	-3.4	-79.6	50	7.7	7	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1913	3	14	8	45	4.3	1407	585	INDONESIA:  SANGIHE ISLAND	5.354	126.121	15	7.8	9	138	3	NA	NA	NA	2	NA	2	NA	3	NA	NA	138	3	NA	NA	NA	2	NA	2	NA	3	NA	NA
	1913	3	24	10	34	NA	NA	NA	IRAN:  TEYHAN	26.8	53.7	NA	5.8	NA	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	4	25	17	56	0	NA	NA	PHILIPPINES	9.5	127.8	60	7.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	5	30	11	46	0	NA	NA	PAPUA NEW GUINEA:  SOLOMON ISLANDS	-5	154	60	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	6	14	9	33	12	NA	NA	BULGARIA:  TIRNOVO	43.5	25.5	NA	6.8	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	6	26	4	57	1	NA	NA	TONGA ISLANDS	-20	-174	33	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1913	6	28	8	53	NA	NA	NA	"ITALY:  COSENZA,ROGLIANO,BISIGANO"	39.6	16.2	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
